name,product_url,part_number,brand_name,category,gross_weight,width,length,warranty,material,photo_url,stock_quantity,price
CORREIA DENTADA,https://testdata.devmka.online/products/848f19d2-fc88-41a7-a360-f4e425568445,EY292-7672K,NGK,Transmissão,5.78,18.0,73.7,12 meses,Cerâmica,https://picsum.photos/seed/EY292-7672K/200/300,156,750.43
AMORTECEDOR DIANTEIRO,https://testdata.devmka.online/products/a007b2d7-dd1b-46f4-8bdc-24956aae09f1,MG803-3220N,NGK,Transmissão,9.71,25.0,35.7,12 meses,Alumínio,https://picsum.photos/seed/MG803-3220N/200/300,72,347.76
TERMINAL DE DIREÇÃO,https://testdata.devmka.online/products/0c6cee12-fd47-4b74-a333-3eecf1a98c15,UM483-9600Y,MONROE,Transmissão,7.4,28.4,98.4,12 meses,Alumínio,https://picsum.photos/seed/UM483-9600Y/200/300,105,744.96
ROLAMENTO DE RODA,https://testdata.devmka.online/products/1175bd06-01d1-4e31-a0ca-cfe3844ee0cf,KR974-4567N,NGK,Sistema Elétrico,7.12,42.6,10.7,12 meses,Borracha Sintética,https://picsum.photos/seed/KR974-4567N/200/300,175,1293.23
BOMBA DE COMBUSTÍVEL,https://testdata.devmka.online/products/7b957d9f-a111-42f4-b548-39125d49a867,YP363-6271P,MONROE,Sistema Elétrico,9.82,26.4,50.2,12 meses,Aço Carbono,https://picsum.photos/seed/YP363-6271P/200/300,152,130.12
ALTERNADOR,https://testdata.devmka.online/products/f46f26af-a76b-42fb-aaab-35e704516989,FL215-9575F,BREMBO,Motor,0.79,49.3,31.1,12 meses,Cerâmica,https://picsum.photos/seed/FL215-9575F/200/300,4,1273.04
TERMINAL DE DIREÇÃO,https://testdata.devmka.online/products/8d5752be-0d4f-437f-aade-f2daa8473945,HK805-0771H,MARELLI,Motor,7.07,47.0,17.7,12 meses,Borracha Sintética,https://picsum.photos/seed/HK805-0771H/200/300,135,517.64
JUNTA HOMOCINÉTICA,https://testdata.devmka.online/products/91a74a5e-dcd4-4f00-8313-8fa02311f606,OO217-3015V,MONROE,Motor,6.5,26.1,28.7,12 meses,Aço Carbono,https://picsum.photos/seed/OO217-3015V/200/300,113,57.2
FILTRO DE AR DO MOTOR,https://testdata.devmka.online/products/c0b00056-00a6-488b-8ce2-0a74119a3adb,BI255-2256Q,NGK,Filtros,11.39,49.5,72.6,12 meses,Alumínio,https://picsum.photos/seed/BI255-2256Q/200/300,184,815.43
ALTERNADOR,https://testdata.devmka.online/products/3fa4858e-2731-4ea3-ba74-6c282db52a29,NW504-4403B,MARELLI,Freios,12.1,19.5,96.9,12 meses,Borracha Sintética,https://picsum.photos/seed/NW504-4403B/200/300,33,568.64
BICO INJETOR,https://testdata.devmka.online/products/25b4987f-8b6a-47f7-8293-3273bb44b0cd,VP197-9109S,ACDELCO,Freios,3.65,7.4,37.6,12 meses,Aço Carbono,https://picsum.photos/seed/VP197-9109S/200/300,120,317.49
KIT DE EMBREAGEM,https://testdata.devmka.online/products/868e76a9-ca8e-4ab7-b25d-d56747fa4a4d,RL769-8064P,BREMBO,Transmissão,4.38,6.3,42.0,12 meses,Alumínio,https://picsum.photos/seed/RL769-8064P/200/300,25,554.2
AMORTECEDOR DIANTEIRO,https://testdata.devmka.online/products/9a7f1dce-9b41-41b2-8a20-ce52bfbf72ce,RG300-3395G,BREMBO,Freios,1.76,28.9,88.3,12 meses,Alumínio,https://picsum.photos/seed/RG300-3395G/200/300,62,609.29
BOMBA DE COMBUSTÍVEL,https://testdata.devmka.online/products/d6a477dc-cb71-4c00-9fa3-66225722c4e8,VU196-6984D,ACDELCO,Transmissão,3.36,12.2,42.9,12 meses,Cerâmica,https://picsum.photos/seed/VU196-6984D/200/300,68,325.24
SONDA LAMBDA,https://testdata.devmka.online/products/9841a90c-8e77-4a75-878b-3bdee4c894a1,XG281-1670A,MONROE,Suspensão e Direção,11.05,41.1,52.4,12 meses,Aço Carbono,https://picsum.photos/seed/XG281-1670A/200/300,24,914.13
FILTRO DE COMBUSTÍVEL,https://testdata.devmka.online/products/953f1c92-8b56-477f-9a16-5eb6b97fa108,OK782-7703N,MARELLI,Transmissão,3.89,24.7,25.5,12 meses,Alumínio,https://picsum.photos/seed/OK782-7703N/200/300,8,292.03
DISCO DE FREIO,https://testdata.devmka.online/products/2774a927-a94b-4171-a765-2d62d794c4f1,GH186-8334H,ACDELCO,Sistema Elétrico,12.86,15.9,33.8,12 meses,Aço Carbono,https://picsum.photos/seed/GH186-8334H/200/300,161,242.22
FILTRO DE AR DO MOTOR,https://testdata.devmka.online/products/89dc2899-455c-46e6-a096-2bb2d7adc1d5,AL385-1621S,NGK,Suspensão e Direção,5.37,32.6,61.5,12 meses,Borracha Sintética,https://picsum.photos/seed/AL385-1621S/200/300,91,1323.5
DISCO DE FREIO,https://testdata.devmka.online/products/86d6ab7d-c76f-44c8-84d9-4afed898fc8d,XS095-6990S,NGK,Motor,11.88,34.7,97.8,12 meses,Aço Carbono,https://picsum.photos/seed/XS095-6990S/200/300,117,1362.95
BATERIA AUTOMOTIVA,https://testdata.devmka.online/products/d0a1a6b5-467e-4659-bb5e-19a55ee75cc8,AB335-9689A,MONROE,Motor,7.59,40.6,95.8,12 meses,Aço Carbono,https://picsum.photos/seed/AB335-9689A/200/300,54,309.26
BOMBA DE COMBUSTÍVEL,https://testdata.devmka.online/products/f953b8a3-189d-4b67-86d4-c67dd0b1dc23,UL414-0118M,NGK,Freios,12.9,42.0,95.2,12 meses,Cerâmica,https://picsum.photos/seed/UL414-0118M/200/300,47,912.68
PASTILHA DE FREIO,https://testdata.devmka.online/products/f5e2f506-87a2-42ec-b5fb-dd49cc7abae8,UZ746-8925Q,BOSCH,Motor,1.61,22.1,63.5,12 meses,Cerâmica,https://picsum.photos/seed/UZ746-8925Q/200/300,106,918.32
BICO INJETOR,https://testdata.devmka.online/products/438abe7c-ae91-40a6-af77-5251b42d8648,KZ843-2956O,ACDELCO,Motor,1.98,38.3,57.5,12 meses,Aço Carbono,https://picsum.photos/seed/KZ843-2956O/200/300,196,1071.64
FILTRO DE ÓLEO,https://testdata.devmka.online/products/23319bcb-9526-44c7-b5b2-d312adae0ef0,MK766-4772B,SKF,Sistema Elétrico,10.38,34.4,56.7,12 meses,Cerâmica,https://picsum.photos/seed/MK766-4772B/200/300,41,478.16
VELA DE IGNIÇÃO,https://testdata.devmka.online/products/c38b2e16-f758-4ea9-a284-dd68b9c5482b,GW469-4180Q,MONROE,Transmissão,13.65,21.5,85.1,12 meses,Cerâmica,https://picsum.photos/seed/GW469-4180Q/200/300,27,1389.31
KIT DE EMBREAGEM,https://testdata.devmka.online/products/cd3108f6-6301-4563-a8d0-de6ef9dc55a8,BT760-4970C,BOSCH,Motor,7.61,24.7,26.0,12 meses,Cerâmica,https://picsum.photos/seed/BT760-4970C/200/300,70,1442.14
BATERIA AUTOMOTIVA,https://testdata.devmka.online/products/665fbd05-a9ff-476f-8555-2db40dd163c4,CL681-3480H,BOSCH,Suspensão e Direção,8.73,31.0,80.2,12 meses,Alumínio,https://picsum.photos/seed/CL681-3480H/200/300,112,95.38
DISCO DE FREIO,https://testdata.devmka.online/products/04554289-b246-45ad-be30-0dff0cd7be86,KC850-8073B,SKF,Sistema Elétrico,7.54,25.5,35.0,12 meses,Borracha Sintética,https://picsum.photos/seed/KC850-8073B/200/300,113,909.08
BATERIA AUTOMOTIVA,https://testdata.devmka.online/products/dc63290d-b32a-4772-9776-694618d663d1,HQ211-4508L,NGK,Freios,1.74,29.8,55.2,12 meses,Aço Carbono,https://picsum.photos/seed/HQ211-4508L/200/300,173,499.3
CORREIA DENTADA,https://testdata.devmka.online/products/fd12bda3-9594-49e7-9004-64ffe003e8f6,PT370-6514G,MARELLI,Filtros,13.73,38.3,67.3,12 meses,Alumínio,https://picsum.photos/seed/PT370-6514G/200/300,197,542.56
BOMBA DE COMBUSTÍVEL,https://testdata.devmka.online/products/d46bbedf-894a-4d2c-9f2f-0834b68ea1c5,LI915-0407R,MARELLI,Filtros,8.76,40.1,57.3,12 meses,Cerâmica,https://picsum.photos/seed/LI915-0407R/200/300,61,995.16
PIVÔ DE SUSPENSÃO,https://testdata.devmka.online/products/1fefa521-5b05-4755-af25-a1c2afa6be87,MF093-2991U,SKF,Sistema Elétrico,8.75,33.7,88.7,12 meses,Aço Carbono,https://picsum.photos/seed/MF093-2991U/200/300,193,416.22
BATERIA AUTOMOTIVA,https://testdata.devmka.online/products/2efad139-e362-49a3-882f-dbbef4ee1a25,FJ420-5828R,NGK,Filtros,10.37,41.9,32.8,12 meses,Borracha Sintética,https://picsum.photos/seed/FJ420-5828R/200/300,11,1334.83
SONDA LAMBDA,https://testdata.devmka.online/products/bf32fe2b-94a6-4dfa-86cb-47bee13f3f41,UC531-3779F,ACDELCO,Transmissão,10.07,9.1,91.6,12 meses,Alumínio,https://picsum.photos/seed/UC531-3779F/200/300,172,1087.41
ALTERNADOR,https://testdata.devmka.online/products/2cc1111f-df19-4abb-b1f8-3245765e88e2,NJ264-6807H,NGK,Transmissão,6.81,35.1,90.5,12 meses,Aço Carbono,https://picsum.photos/seed/NJ264-6807H/200/300,31,1491.28
AMORTECEDOR DIANTEIRO,https://testdata.devmka.online/products/637e7124-6713-4720-8824-6c38a0bb2f0a,FA932-1718E,BREMBO,Freios,14.39,23.9,46.6,12 meses,Aço Carbono,https://picsum.photos/seed/FA932-1718E/200/300,83,1472.17
VELA DE IGNIÇÃO,https://testdata.devmka.online/products/ea5232ca-121b-43fb-b7b4-b10bb65d0010,ZS417-4601B,BOSCH,Transmissão,13.92,28.1,52.3,12 meses,Alumínio,https://picsum.photos/seed/ZS417-4601B/200/300,117,363.48
VELA DE IGNIÇÃO,https://testdata.devmka.online/products/6528ec4d-0464-4261-bc52-7f2de283367d,CN438-4538G,SKF,Suspensão e Direção,13.47,12.0,41.8,12 meses,Aço Carbono,https://picsum.photos/seed/CN438-4538G/200/300,176,1025.78
JUNTA HOMOCINÉTICA,https://testdata.devmka.online/products/3de38150-f56a-4c67-95e1-6a42a34d237d,GI580-6888T,MARELLI,Suspensão e Direção,5.53,30.3,17.9,12 meses,Cerâmica,https://picsum.photos/seed/GI580-6888T/200/300,72,408.34
BOMBA DE COMBUSTÍVEL,https://testdata.devmka.online/products/fecf629a-00c0-4127-b1e2-3724dd944800,QD421-4951I,MONROE,Suspensão e Direção,3.98,39.3,33.4,12 meses,Borracha Sintética,https://picsum.photos/seed/QD421-4951I/200/300,26,647.51
DISCO DE FREIO,https://testdata.devmka.online/products/6b08d436-7dba-4b4e-be26-b5d32e790a86,JK515-7064X,BREMBO,Motor,14.82,18.6,86.9,12 meses,Borracha Sintética,https://picsum.photos/seed/JK515-7064X/200/300,168,1427.88
CORREIA DENTADA,https://testdata.devmka.online/products/0d59ee55-318b-4a59-8f07-bf96c689bbfa,TC901-9687K,BREMBO,Suspensão e Direção,13.54,48.9,72.1,12 meses,Borracha Sintética,https://picsum.photos/seed/TC901-9687K/200/300,91,1054.06
FILTRO DE ÓLEO,https://testdata.devmka.online/products/b7d5e981-d7ee-45ad-becf-81209f77af93,KG976-0956Z,MONROE,Freios,7.6,24.8,86.6,12 meses,Alumínio,https://picsum.photos/seed/KG976-0956Z/200/300,198,1368.07
BATERIA AUTOMOTIVA,https://testdata.devmka.online/products/2b1e12db-f09f-48fc-829f-bd1a25d89c65,YU772-8686N,MONROE,Sistema Elétrico,1.55,26.3,56.2,12 meses,Alumínio,https://picsum.photos/seed/YU772-8686N/200/300,152,772.28
AMORTECEDOR DIANTEIRO,https://testdata.devmka.online/products/9d6f392d-d17e-4402-b15f-6d33ab19753d,QC424-2081J,SKF,Freios,9.86,8.7,52.6,12 meses,Cerâmica,https://picsum.photos/seed/QC424-2081J/200/300,117,526.82
DISCO DE FREIO,https://testdata.devmka.online/products/212f1ed8-29d4-4160-8336-85e3284ab61e,NO365-0495O,SKF,Freios,4.19,48.7,80.5,12 meses,Cerâmica,https://picsum.photos/seed/NO365-0495O/200/300,182,520.68
DISCO DE FREIO,https://testdata.devmka.online/products/f1a298de-e88e-434c-b2e2-3ebbd75d3468,JB874-2204C,NGK,Motor,7.64,38.6,94.1,12 meses,Borracha Sintética,https://picsum.photos/seed/JB874-2204C/200/300,187,1055.36
KIT DE EMBREAGEM,https://testdata.devmka.online/products/1e8ab477-ccd6-4ffb-8bea-621a28c83901,ER086-7171Z,BOSCH,Suspensão e Direção,9.43,23.0,73.0,12 meses,Alumínio,https://picsum.photos/seed/ER086-7171Z/200/300,108,1490.25
JUNTA HOMOCINÉTICA,https://testdata.devmka.online/products/bef69ecd-7949-497d-983f-f8958c34924c,PX599-5095L,MONROE,Sistema Elétrico,7.84,34.3,83.0,12 meses,Alumínio,https://picsum.photos/seed/PX599-5095L/200/300,54,221.76
FILTRO DE COMBUSTÍVEL,https://testdata.devmka.online/products/9db8d939-fb88-445c-a257-61326637af6e,BI774-2129G,MONROE,Transmissão,3.76,14.9,66.8,12 meses,Alumínio,https://picsum.photos/seed/BI774-2129G/200/300,50,1282.66
CORREIA DENTADA,https://testdata.devmka.online/products/b63f8d27-4027-448b-ae66-0799ad90f352,ZC120-2051R,BREMBO,Suspensão e Direção,12.43,25.9,26.5,12 meses,Alumínio,https://picsum.photos/seed/ZC120-2051R/200/300,193,431.86
BOMBA DE COMBUSTÍVEL,https://testdata.devmka.online/products/4e7602bc-0cd7-4273-9913-91c82e019d5c,KO202-6390I,NGK,Transmissão,4.37,10.0,43.9,12 meses,Aço Carbono,https://picsum.photos/seed/KO202-6390I/200/300,32,1454.5
DISCO DE FREIO,https://testdata.devmka.online/products/27cf167c-8af8-4ac0-a735-6971ac3856f4,AC790-0007W,BOSCH,Freios,11.46,28.6,37.9,12 meses,Borracha Sintética,https://picsum.photos/seed/AC790-0007W/200/300,188,323.33
AMORTECEDOR DIANTEIRO,https://testdata.devmka.online/products/1e38c685-0028-4bbe-8f19-5365491b1de7,FP113-1086Q,NGK,Motor,9.7,33.2,29.8,12 meses,Cerâmica,https://picsum.photos/seed/FP113-1086Q/200/300,191,553.92
FILTRO DE ÓLEO,https://testdata.devmka.online/products/628dd1b3-0e0e-4b90-8f33-d1843b073299,GV924-3184Y,NGK,Sistema Elétrico,7.55,26.6,19.4,12 meses,Aço Carbono,https://picsum.photos/seed/GV924-3184Y/200/300,187,1110.82
JUNTA HOMOCINÉTICA,https://testdata.devmka.online/products/05b66c01-79a2-462e-8377-82bf958a077b,XI192-6602O,BOSCH,Transmissão,4.42,32.5,17.6,12 meses,Cerâmica,https://picsum.photos/seed/XI192-6602O/200/300,57,991.35
JUNTA HOMOCINÉTICA,https://testdata.devmka.online/products/9db21c3b-b52f-4f5d-b33d-1d9e28e09751,NC156-3453O,MONROE,Filtros,12.71,20.4,57.4,12 meses,Cerâmica,https://picsum.photos/seed/NC156-3453O/200/300,1,348.04
AMORTECEDOR DIANTEIRO,https://testdata.devmka.online/products/a0427624-9a66-4be2-9902-c9b9481b8917,ZE307-8901M,MARELLI,Freios,4.49,43.6,15.7,12 meses,Borracha Sintética,https://picsum.photos/seed/ZE307-8901M/200/300,194,1389.86
ROLAMENTO DE RODA,https://testdata.devmka.online/products/0b68976a-cdcb-4c0d-a465-9c26614b0500,NL451-4031Y,BREMBO,Filtros,4.48,45.7,38.0,12 meses,Alumínio,https://picsum.photos/seed/NL451-4031Y/200/300,19,410.46
BATERIA AUTOMOTIVA,https://testdata.devmka.online/products/76135902-468e-4446-aa1c-fc86c47eee70,RK400-2917C,ACDELCO,Suspensão e Direção,8.04,16.0,31.6,12 meses,Aço Carbono,https://picsum.photos/seed/RK400-2917C/200/300,120,1420.82
FILTRO DE COMBUSTÍVEL,https://testdata.devmka.online/products/7319e9cf-fe85-496b-a16d-381f292e1d60,XB564-7560V,NGK,Transmissão,12.13,21.6,79.2,12 meses,Aço Carbono,https://picsum.photos/seed/XB564-7560V/200/300,98,482.31
FILTRO DE COMBUSTÍVEL,https://testdata.devmka.online/products/aa232c90-121f-4047-80c4-982c903c25e3,EM482-6579L,MONROE,Filtros,10.99,7.6,78.9,12 meses,Borracha Sintética,https://picsum.photos/seed/EM482-6579L/200/300,41,387.25
FILTRO DE COMBUSTÍVEL,https://testdata.devmka.online/products/917456f8-5d0b-4bdf-9bbb-f0c9c60ad7b1,PA888-1472B,MONROE,Filtros,9.83,12.4,45.4,12 meses,Alumínio,https://picsum.photos/seed/PA888-1472B/200/300,151,1227.73
ALTERNADOR,https://testdata.devmka.online/products/76734ce7-2ce0-4203-99b4-9ed2b8c562c8,HR642-0327Q,NGK,Filtros,1.2,31.3,35.2,12 meses,Cerâmica,https://picsum.photos/seed/HR642-0327Q/200/300,101,283.05
SONDA LAMBDA,https://testdata.devmka.online/products/1084e255-2a61-423b-81a0-46414121dfad,ZD247-8940H,ACDELCO,Sistema Elétrico,13.44,33.6,28.7,12 meses,Cerâmica,https://picsum.photos/seed/ZD247-8940H/200/300,191,567.99
SONDA LAMBDA,https://testdata.devmka.online/products/6266f211-a346-47b0-810c-6ac5517a1ed0,XK862-9896Z,SKF,Transmissão,13.86,7.0,54.1,12 meses,Alumínio,https://picsum.photos/seed/XK862-9896Z/200/300,42,671.58
PIVÔ DE SUSPENSÃO,https://testdata.devmka.online/products/a0b38ca5-27f9-4019-8ece-db8ac2e7c570,GE984-7859Q,ACDELCO,Sistema Elétrico,7.84,27.2,41.4,12 meses,Alumínio,https://picsum.photos/seed/GE984-7859Q/200/300,40,1364.31
ROLAMENTO DE RODA,https://testdata.devmka.online/products/c762e371-bbed-4380-80e3-15d49539ad8d,ES607-7750W,MONROE,Motor,8.67,8.5,41.8,12 meses,Alumínio,https://picsum.photos/seed/ES607-7750W/200/300,83,1271.18
ROLAMENTO DE RODA,https://testdata.devmka.online/products/35ece829-870b-4503-8bf7-356ceeb71d83,LS743-1469H,NGK,Transmissão,2.94,41.5,70.8,12 meses,Aço Carbono,https://picsum.photos/seed/LS743-1469H/200/300,173,1450.54
DISCO DE FREIO,https://testdata.devmka.online/products/cecd3211-3c1e-417a-9a81-e3cb51c66338,ZE190-0150M,NGK,Suspensão e Direção,9.45,17.6,34.5,12 meses,Cerâmica,https://picsum.photos/seed/ZE190-0150M/200/300,92,753.16
VELA DE IGNIÇÃO,https://testdata.devmka.online/products/d7505c33-c9eb-418a-95c6-b2b589b5e591,PO467-9148V,MONROE,Filtros,9.76,9.8,77.2,12 meses,Cerâmica,https://picsum.photos/seed/PO467-9148V/200/300,183,1160.97
JUNTA HOMOCINÉTICA,https://testdata.devmka.online/products/7baeb719-97e6-4e9b-9164-3e37275d6b43,IL234-0024T,MONROE,Motor,13.41,47.9,60.7,12 meses,Borracha Sintética,https://picsum.photos/seed/IL234-0024T/200/300,21,400.37
RADIADOR,https://testdata.devmka.online/products/16bb0a33-d45b-416c-877d-49410ef14733,KD557-8894G,ACDELCO,Sistema Elétrico,3.91,34.0,22.3,12 meses,Aço Carbono,https://picsum.photos/seed/KD557-8894G/200/300,89,994.14
PIVÔ DE SUSPENSÃO,https://testdata.devmka.online/products/d46076c1-c14f-4cd9-b04b-e077d80d69b5,AO431-2080S,BREMBO,Freios,1.2,40.4,47.7,12 meses,Aço Carbono,https://picsum.photos/seed/AO431-2080S/200/300,14,905.59
VELA DE IGNIÇÃO,https://testdata.devmka.online/products/0c6a60d5-685e-4830-9b43-3347a80f1a81,JK212-0378V,ACDELCO,Suspensão e Direção,12.19,16.5,33.2,12 meses,Cerâmica,https://picsum.photos/seed/JK212-0378V/200/300,170,1230.18
PASTILHA DE FREIO,https://testdata.devmka.online/products/60f53df1-bdba-433e-a664-d34c7372fdd1,IF556-9605Y,BREMBO,Motor,10.07,44.6,49.8,12 meses,Cerâmica,https://picsum.photos/seed/IF556-9605Y/200/300,165,924.6
ALTERNADOR,https://testdata.devmka.online/products/0efd7c1e-54ea-45ff-b2cb-83b158681072,EL259-5951O,SKF,Motor,4.24,27.9,52.2,12 meses,Aço Carbono,https://picsum.photos/seed/EL259-5951O/200/300,96,1163.89
FILTRO DE AR DO MOTOR,https://testdata.devmka.online/products/95ed00fc-bd18-4e28-bd1f-fc4aba73f9c7,JE197-9779S,BOSCH,Filtros,13.15,20.3,23.7,12 meses,Aço Carbono,https://picsum.photos/seed/JE197-9779S/200/300,104,248.32
DISCO DE FREIO,https://testdata.devmka.online/products/5a5f9bd7-37a8-4926-8872-06be69da04ed,SW234-9273M,BOSCH,Freios,0.88,28.5,35.2,12 meses,Aço Carbono,https://picsum.photos/seed/SW234-9273M/200/300,41,719.1
AMORTECEDOR DIANTEIRO,https://testdata.devmka.online/products/bf5a31ae-efc4-4d30-ba18-dbc6e6af746e,UM347-4925L,BOSCH,Transmissão,14.32,41.5,44.5,12 meses,Aço Carbono,https://picsum.photos/seed/UM347-4925L/200/300,69,657.16
AMORTECEDOR DIANTEIRO,https://testdata.devmka.online/products/65bd15c9-beed-4971-a3f0-8a19f1229245,TF455-1124D,MARELLI,Freios,0.38,46.1,19.4,12 meses,Alumínio,https://picsum.photos/seed/TF455-1124D/200/300,92,254.99
CORREIA DENTADA,https://testdata.devmka.online/products/b3d7da8c-ebd8-42de-9504-e4aa87da6d7c,XZ154-8329L,BOSCH,Filtros,9.54,34.4,61.0,12 meses,Borracha Sintética,https://picsum.photos/seed/XZ154-8329L/200/300,11,272.02
FILTRO DE ÓLEO,https://testdata.devmka.online/products/9a62ea18-290f-4247-832b-f016c178d929,ZC144-8484V,MONROE,Freios,3.77,49.4,61.0,12 meses,Alumínio,https://picsum.photos/seed/ZC144-8484V/200/300,197,146.38
TERMINAL DE DIREÇÃO,https://testdata.devmka.online/products/073b63e0-7e55-43fa-86b8-42358c5a2c01,LM374-0971K,MONROE,Motor,0.24,42.8,10.8,12 meses,Borracha Sintética,https://picsum.photos/seed/LM374-0971K/200/300,125,229.14
KIT DE EMBREAGEM,https://testdata.devmka.online/products/b031b2a0-b8e3-48d5-8cdf-bae3ea46ecbf,GU770-4414J,MARELLI,Sistema Elétrico,14.71,31.5,49.2,12 meses,Cerâmica,https://picsum.photos/seed/GU770-4414J/200/300,93,388.48
FILTRO DE COMBUSTÍVEL,https://testdata.devmka.online/products/e0872d9b-5229-42c8-8682-feb1f0849018,QX657-2425Y,NGK,Transmissão,1.25,41.4,43.0,12 meses,Cerâmica,https://picsum.photos/seed/QX657-2425Y/200/300,197,1167.97
JUNTA HOMOCINÉTICA,https://testdata.devmka.online/products/c642126d-799e-487d-abdc-bc790bc26bef,RF283-7482F,BOSCH,Filtros,8.32,38.3,64.5,12 meses,Cerâmica,https://picsum.photos/seed/RF283-7482F/200/300,107,1136.73
BATERIA AUTOMOTIVA,https://testdata.devmka.online/products/bceb73c2-78f1-4a42-afcb-415601b28a32,FU945-5038D,BREMBO,Filtros,0.1,45.3,49.1,12 meses,Aço Carbono,https://picsum.photos/seed/FU945-5038D/200/300,114,1001.71
ROLAMENTO DE RODA,https://testdata.devmka.online/products/4f514aa1-61cd-4aa4-a61f-bee9a3fe67fb,PC218-0681W,MONROE,Suspensão e Direção,5.37,32.5,31.2,12 meses,Alumínio,https://picsum.photos/seed/PC218-0681W/200/300,152,596.06
AMORTECEDOR DIANTEIRO,https://testdata.devmka.online/products/00210f53-3cd2-4081-a9c4-ebba2d833b97,HQ784-6136G,MARELLI,Motor,10.62,7.4,38.0,12 meses,Cerâmica,https://picsum.photos/seed/HQ784-6136G/200/300,69,1243.4
BICO INJETOR,https://testdata.devmka.online/products/e234abfa-ed11-4cd0-be9e-2265cd216283,RN167-2147E,BOSCH,Freios,3.3,42.1,13.9,12 meses,Aço Carbono,https://picsum.photos/seed/RN167-2147E/200/300,54,1241.73
ALTERNADOR,https://testdata.devmka.online/products/b189f9b0-2ee4-44a5-bc91-8ce8420904b8,ES273-6752W,ACDELCO,Sistema Elétrico,0.27,30.7,79.5,12 meses,Alumínio,https://picsum.photos/seed/ES273-6752W/200/300,123,445.65
KIT DE EMBREAGEM,https://testdata.devmka.online/products/51bcbeeb-d4c4-4072-b415-974756c3c636,SL488-7441C,ACDELCO,Motor,1.34,45.4,74.1,12 meses,Alumínio,https://picsum.photos/seed/SL488-7441C/200/300,166,1131.21
AMORTECEDOR DIANTEIRO,https://testdata.devmka.online/products/5e30568e-a3e8-4caf-a840-e84d561a42df,CX347-9923Y,ACDELCO,Transmissão,7.27,33.2,15.1,12 meses,Borracha Sintética,https://picsum.photos/seed/CX347-9923Y/200/300,71,127.26
SONDA LAMBDA,https://testdata.devmka.online/products/ee20ed85-1399-40ff-8557-89904deaae83,VR927-2631H,NGK,Transmissão,1.81,34.5,13.3,12 meses,Borracha Sintética,https://picsum.photos/seed/VR927-2631H/200/300,151,180.09
KIT DE EMBREAGEM,https://testdata.devmka.online/products/fd68a68c-6818-4ea9-ae74-b211bc911b3b,MJ332-3233O,NGK,Motor,1.02,25.7,64.1,12 meses,Cerâmica,https://picsum.photos/seed/MJ332-3233O/200/300,93,125.49
BOMBA DE COMBUSTÍVEL,https://testdata.devmka.online/products/65719998-c882-4eef-9327-59425c707fa0,JQ060-9583W,SKF,Sistema Elétrico,8.74,6.4,87.2,12 meses,Cerâmica,https://picsum.photos/seed/JQ060-9583W/200/300,117,1355.17
JUNTA HOMOCINÉTICA,https://testdata.devmka.online/products/dcdf47ed-8198-40f3-8ead-d6e6f3a606b1,MS501-5641M,BOSCH,Suspensão e Direção,13.54,48.8,14.7,12 meses,Alumínio,https://picsum.photos/seed/MS501-5641M/200/300,150,557.05
DISCO DE FREIO,https://testdata.devmka.online/products/396cc004-4ad2-4175-85d0-6079f8293a5e,XE923-1116Z,BREMBO,Freios,12.19,10.4,31.6,12 meses,Alumínio,https://picsum.photos/seed/XE923-1116Z/200/300,75,1319.1
